"X","PLOT_ID","期数","副总体","样地号","新样地号","市","县","省","x","y","经度_F","纬度_F","针叶","阔叶","sz1","psz1","sz2","psz2","sz3","psz3","硬阔","软阔","森林类型65","二级森林类型65","样地面积","Dmax","Dmin","Dg","N_ha","AGE","BA","V_ha","S","aSDI","bio_plot","Bio","Car_1_plot","Car_1_ha","Car_2_plot","Car_2_ha","Car_3_plot","Car_3_ha","起源","优势树种","龄组","平均胸径","H","郁闭度","地貌","海拔","坡向","坡位","坡度","土壤名称","土层厚度","腐殖层","枯枝落叶","地类","样地类别","林种","植被类型","森林群落","林层结构","树种结构","自然度","可及度","经营等级","灾害类型","活立蓄积","林木蓄积","散生蓄积","四旁蓄积","枯损蓄积","采伐蓄积","name","分区","Plot","ID","code"
12318,6100002594,8,6100,2594,"2594",6104,610429,61,19299982,3915982,110.515439809,35.4081800849,0,100,410,50,420,40,421,5,97,3,"阔叶混","栎类阔叶混",0.08,36.2,5.3,12.6416663981972,1662,65,20.8670081838578,97.375,795.928065642767,751.253287829834,10898.9877280232,136.23734660029,5889.56579984557,73619.5724980696,5255.09423603748,65688.6779504684,5257.28721454119,65716.0901817649,11,412,5,160,7.7,55,3,1541,1,4,35,122,60,10,5,111,11,111,121,1,0,4,0,0,0,0,7.79,7.79,0,0,0.118,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",387,6100002594,1
13685,6220003423,8,6220,3423,"3423",6208,620824,62,18635093,3891995,106.316935301,35.1223461891,34,66,410,56,200,29,150,5,65,1,"阔叶混","栎类阔叶混",0.08,31.4,5,10.7534465989567,2362,21,21.4564102355794,103.1375,872.49064901648,797.530080730442,10873.4593308536,135.91824163567,6046.24294127138,75578.0367658923,5305.33600078246,66316.7000097808,5308.57244294854,66357.1555368568,21,630,1,122,9.1,90,3,2220,2,3,32,122,30,8,3,111,11,112,222,1,0,6,3,2,0,0,8.251,8.251,0,0,0.01,0.018,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",388,6220003423,1
13718,6220003528,8,6220,3528,"3528",6210,621023,62,19269035,4029947,108.426483746,36.3724416969,0,100,410,49,530,24,590,16,60,40,"阔叶混","栎类阔叶混",0.08,63.9,5.3,19.3357929469905,562,73,16.5171982656055,76.7,532.346203850545,468.059108880199,10866.9143662297,135.836429577871,5774.96739973495,72187.0924966869,5168.22416965259,64602.8021206573,5172.758270937,64659.4783867124,11,620,3,153,8.6,60,3,1400,9,5,43,124,65,8,6,111,11,127,121,1,0,7,3,2,0,11,6.136,4.713,1.423,0,0.076,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",389,6220003528,1
8437,6220003891,7,6220,3891,"3891",6210,621026,62,19272005,3970011,108.18059464,35.7997001042,0,100,410,34,590,26,510,18,56,44,"阔叶混","栎类阔叶混",0.08,36.6,5.3,16.0173016022451,1012,72,20.4015714147514,94.6875,708.587165124034,663.109536458266,10836.1103844817,135.451379806022,5757.5623666685,71969.5295833563,5120.72168584314,64009.0210730393,5122.83333202301,64035.4166502877,11,620,3,158,8.5,80,3,1486,7,5,30,124,50,5,3,111,11,127,121,3,0,7,3,0,0,0,7.575,7.575,0,0,0.117,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",390,6220003891,1
18431,6100003572,9,6100,3572,"3572",6103,610304,61,18660001,3811964,110.259706756,34.469444241,12,88,410,64,210,12,590,12,64,24,"阔叶混","栎类阔叶混",0.08,41.4,5.4,14.6384660227771,1200,32,20.1958560008035,96.0875,727.190993363831,676.851600436339,10831.6746268741,135.395932835926,6012.33059412164,75154.1324265205,5207.85644731919,65098.2055914899,5206.4746303987,65080.9328799838,11,620,2,155,10.8,59,3,1520,1,2,30,113,20,0,0,111,11,111,121,1,0,7,3,0,0,0,7.687,7.687,0,0,0.126,0.045,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",391,6100003572,1
5281,1400022989,7,1400,22989,"22989",1405,140524,14,19712027,3939914,113.338621409,35.5660734051,0,100,410,62,490,34,590,4,96,4,"阔叶混","栎类阔叶混",0.067,28.9,5,9.67523145082034,2881,20,21.1784959232251,73.3283582089552,898.207346493078,824.540434115027,9058.64217677601,135.203614578746,5194.02157333457,77522.7100497697,4340.06979705856,64777.1611501278,4343.08553593316,64822.1721781069,11,490,1,65,4.7,75,3,1189,8,3,30,122,45,4,6,111,11,112,121,2,0,4,2,0,0,0,4.913,4.913,0,0,0,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",392,1400022989,1
8148,6220002960,7,6220,2960,"2960",6205,620502,62,18588024,3786915,106.118025106,34.2043048782,0,100,410,50,490,35,510,14,85,15,"阔叶混","栎类阔叶混",0.08,28.8,5.2,12.7938322193603,1575,58,20.247515565001,105.825,768.888667453849,718.500831712877,10811.671143863,135.145889298287,6078.99146350438,75987.3932938047,5141.55700149845,64269.4625187306,5144.37017698524,64304.6272123155,11,620,2,128,11.8,80,3,1618,4,3,40,122,40,6,2,111,11,111,121,1,0,7,3,0,0,0,8.466,8.466,0,0,0.266,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",393,6220002960,1
3272,6220002998,6,6220,2998,"2998",6205,620503,62,18624141,3784054,106.346483093,34.1764546951,0,100,410,37,590,33,530,17,50,50,"阔叶混","栎类阔叶混",0.08,53.6,5.3,16.3095561442248,925,58,19.3248396201187,120.075,666.742636104862,613.841529531445,10801.9153442369,135.023941802961,5696.26759844101,71203.3449805127,5136.3750010431,64204.6875130388,5140.69989197999,64258.7486497499,11,410,2,171,11.8,70,3,1700,2,3,28,8,50,0,0,111,11,117,0,0,0,0,0,0,0,0,9.606,9.606,0,0,6.408,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",394,6220002998,1
12148,6100002243,8,6100,2243,"2243",6106,610631,61,19387962,3979997,109.315545854,35.9381365592,0,100,410,55,421,24,490,17,96,4,"阔叶混","栎类阔叶混",0.08,39.3,6.4,20.5218565374744,588,66,19.4326060656139,96.725,612.81854855099,572.004752287571,10789.8814002893,134.873517503616,5980.07433670404,74750.9292088005,5189.02493518516,64862.8116898145,5188.83259712431,64860.4074640538,11,412,5,177,10.7,64,3,1380,6,4,17,122,87,3,3,111,11,111,121,1,0,7,0,0,0,0,7.738,7.738,0,0,0.752,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",395,6100002243,1
8366,6220003779,7,6220,3779,"3779",6210,621024,62,19262999,3993938,108.304108316,36.0453814688,0,100,410,64,530,17,490,10,74,26,"阔叶混","栎类阔叶混",0.08,28.9,5.8,14.6561974506125,1212,53,20.4556951656865,97.0375,735.891310789018,713.207844879343,10784.6859444619,134.808574305774,6006.31396773849,75078.9245967311,5152.01633531806,64400.2041914758,5155.24713023084,64440.5891278855,11,620,2,150,8.6,70,3,1480,3,4,28,124,65,3,1,111,11,127,121,1,0,7,2,0,0,0,7.763,7.763,0,0,0.623,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",396,6220003779,1
19760,6220002989,9,6220,2989,"2989",6205,620503,62,18597119,3784058,106.085572883,34.1788241316,0,100,410,60,490,31,460,7,98,2,"阔叶混","栎类阔叶混",0.08,36.5,5.1,18.6570418680885,888,55,24.2629618501409,149.4375,794.25963977166,724.517672502535,10783.1226087009,134.789032608762,6125.3757005657,76567.1962570713,5168.3241147712,64604.0514346401,5170.28646659789,64628.5808324736,11,620,2,187,13.7,70,3,1380,3,4,24,122,50,3,2,111,11,111,121,1,0,7,3,0,0,12,11.955,11.955,0,0,0.022,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",397,6220002989,1
18282,6100002594,9,6100,2594,"2594",6104,610429,61,19299982,3915982,110.515439809,35.4081800849,0,100,410,44,420,42,590,7,90,10,"阔叶混","栎类阔叶混",0.08,29.1,5.2,12.7890036022626,1712,65,21.9985411353415,101.125,835.263562852188,793.80181417868,10767.6136337501,134.595170421876,5712.49419120317,71406.1773900396,5181.34913449141,64766.8641811426,5183.39038265519,64792.3797831899,11,620,5,127,8.6,65,3,1541,1,4,35,122,60,10,5,111,11,111,121,1,0,7,4,0,0,0,8.09,8.09,0,0,0.797,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",398,6100002594,1
8095,6220002887,7,6220,2887,"2887",6205,620503,62,18594026,3795924,106.021187414,34.2865946234,22,78,410,64,210,22,590,11,67,11,"阔叶混","栎类阔叶混",0.08,26.4,5,12.3243011972282,1875,52,22.3674132002582,109.4875,862.028503632739,822.479801202663,10763.23329798,134.540416224749,6017.16058757334,75214.5073446668,5222.59958389168,65282.494798646,5220.31975944441,65253.9969930551,13,620,2,132,12.6,70,3,1846,1,1,30,122,60,2,1,111,11,111,121,2,0,7,3,0,0,0,8.759,8.759,0,0,1.721,1.133,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",399,6220002887,1
13342,6220001175,8,6220,1175,"1175",6201,620123,62,18411088,3970908,104.015584287,35.8640727021,0,100,410,54,530,32,421,14,68,32,"阔叶混","栎类阔叶混",0.08,27,5,11.3719584025135,1912,45,19.4250367908142,92.7375,772.592238837173,734.771571343549,8750.43193214952,109.380399151869,4662.50278272941,58281.2847841176,4182.41406763017,52280.1758453772,4184.19495489797,52302.4369362246,11,410,4,95,8.1,80,3,2325,8,3,32,124,65,10,4,111,11,127,121,1,0,4,3,2,0,0,7.419,7.419,0,0,0.876,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",400,6220001175,1
6951,6100002553,7,6100,2553,"2553",6102,610222,61,19323994,3923945,108.973790011,35.4277321039,28,72,410,55,350,28,490,9,64,8,"阔叶混","栎类阔叶混",0.08,30.1,5.5,12.7145401509453,1600,38,20.3147358303108,85.4875,773.338078599428,731.746040800949,10745.1349413403,134.314186766754,5964.59820488003,74557.4775610004,5212.15660228248,65151.957528531,5214.22423618239,65177.8029522799,11,410,2,137,7.9,60,3,1280,4,3,20,184,300,10,5,111,11,112,121,1,0,6,4,0,0,31,6.839,6.839,0,0,0.083,0.061,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",401,6100002553,1
1884,6100001967,6,6100,1967,"1967",6106,610625,61,19295974,4032022,108.725878387,36.3972147024,19,81,410,42,590,39,350,19,42,39,"阔叶混","栎类阔叶混",0.08,52.7,6.8,17.2664949006406,812,59,19.0248666090861,83.675,641.380279655597,594.444270360284,10743.9181818112,134.29897727264,5655.64915649317,70695.6144561647,5144.90068270464,64311.258533808,5149.03583997145,64362.9479996431,11,410,4,200,9.9,70,3,1400,8,2,35,5,1,0,0,111,11,117,0,0,1,0,0,0,0,0,6.694,6.694,0,0,0.275,0.115,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",402,6100001967,1
18766,6100004410,9,6100,4410,"4410",6103,610331,61,18716054,3739815,107.417825188,33.7623499593,3,97,410,38,460,27,590,18,79,18,"阔叶混","栎类阔叶混",0.08,38.1,6,20.0315567369619,612,45,19.3030251861304,122.825,613.550585603573,567.479909637779,11210.963929401,140.137049117513,6057.66446240548,75720.8057800685,5355.16837043149,66939.6046303937,5356.04785200992,66950.598150124,11,620,3,212,13.2,50,3,1580,6,4,35,113,40,5,4,111,11,111,121,1,0,7,1,0,0,0,9.826,9.826,0,0,1.19,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",403,6100004410,1
18308,6100002703,9,6100,2703,"2703",6104,610429,61,19276022,3899971,108.276879895,35.1979796999,11,89,410,64,590,16,200,11,73,16,"阔叶混","栎类阔叶混",0.08,42.5,5.2,13.8971569349197,1288,80,19.5294063892526,89.325,718.056947864044,673.397468016498,10724.0069847095,134.050087308869,5969.16701921215,74614.5877401519,5168.98854364386,64612.3567955482,5171.23547153538,64640.4433941923,11,620,5,147,11.1,80,3,1312,3,4,36,122,40,4,5,111,11,111,121,1,0,4,4,0,0,0,7.146,7.146,0,0,0.298,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",404,6100002703,1
2231,6100003345,6,6100,3345,"3345",6103,610304,61,18632062,3832009,110.039520027,34.6534390908,0,100,410,47,490,43,510,6,94,6,"阔叶混","栎类阔叶混",0.08,32,6.1,16.2790431652727,862,48,17.951747646005,79.4625,619.467415039804,592.212786087809,10711.2991087581,133.891238859477,6090.96016002116,76137.0020002645,5123.35150831417,64041.8938539271,5125.90783331869,64073.8479164836,11,410,4,160,12,80,3,1500,8,3,35,8,2,0,0,111,11,117,0,0,1,0,0,2,0,0,6.357,6.357,0,0,0.42,1.744,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",405,6100003345,1
18391,6100003260,9,6100,3260,"3260",6103,610327,61,18664035,3839918,107.226103846,34.6678366821,0,100,410,61,420,14,490,12,87,13,"阔叶混","栎类阔叶混",0.08,43.9,5,16.3535686120555,788,62,16.5411430921121,84.875,570.454745060496,510.036609857081,10685.2101094001,133.565126367501,5948.36275412346,74354.5344265432,5127.81710207447,64097.7137759309,5128.99508229739,64112.4385287174,11,620,5,195,10.9,60,3,1340,8,3,30,113,50,15,10,111,11,240,121,1,0,7,3,0,2,0,6.79,6.79,0,0,0.238,0.014,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",406,6100003260,1
12489,6100003825,8,6100,3825,"3825",6105,610502,61,19375994,3791979,109.132899728,34.2411296499,7,93,410,42,420,26,460,17,85,8,"阔叶混","栎类阔叶混",0.08,34.7,5.3,14.8108102752719,1238,42,21.3202712814315,104.7,764.445459873624,727.413586377285,10678.7910488139,133.484888110173,5674.7202326926,70934.0029086575,5128.44368318808,64105.5460398511,5127.72487444487,64096.5609305608,11,410,3,127,8,80,3,2180,2,3,33,112,19,8,5,111,11,111,121,1,0,7,4,0,0,0,8.376,8.376,0,0,0.479,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",407,6100003825,1
17439,410001814,9,410,1814,"1814",4103,410325,41,19579996,3723885,111.862250912,33.6383860921,0,100,410,46,490,44,590,7,90,10,"阔叶混","栎类阔叶混",0.08,39,5.3,15.9093186451553,1012,21,20.1274183683405,108.8375,700.935661117881,654.824912265134,10676.2005404246,133.452506755307,6085.68526668295,76071.0658335369,5109.73710498548,63871.7138123185,5112.04299453851,63900.5374317314,13,620,1,159,14.9,76,3,1210,7,4,20,112,60,5,6,111,11,112,121,2,0,7,4,0,0,0,8.707,8.707,0,0,0.262,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",408,410001814,1
19562,6220002719,9,6220,2719,"2719",6205,620503,62,18605031,3816945,106.208680612,34.475237525,0,100,410,37,510,29,490,26,66,34,"阔叶混","栎类阔叶混",0.08,31.9,5,12.9758404047879,1900,29,25.125486113184,130.9125,948.818028040368,893.484888191343,10666.7088789759,133.333860987198,5710.92562996672,71386.570374584,5007.29895246069,62591.2369057586,5009.27118438879,62615.8898048599,13,620,1,130,11.5,80,3,1605,8,2,35,122,40,7,3,111,11,112,121,2,0,7,3,0,0,0,10.473,10.473,0,0,0.613,0.104,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",409,6220002719,1
12644,6100004234,8,6100,4234,"4234",6101,610118,61,19284010,3756063,108.059680347,33.8956471172,0,100,410,50,490,26,465,20,96,4,"阔叶混","栎类阔叶混",0.08,30.3,5.3,12.3651714809551,1825,37,21.9155834543327,115.5375,843.511399499816,799.643507949337,10650.6843470096,133.13355433762,5951.76879882662,74397.1099853328,5123.45120417768,64043.140052221,5126.0582159721,64075.7276996512,11,410,2,127,7.4,70,3,1400,4,2,50,112,22,8,5,111,11,112,121,2,0,7,2,0,0,33,9.243,9.243,0,0,1.174,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",410,6100004234,1
13944,6220003940,8,6220,3940,"3940",6210,621026,62,19263042,3954896,108.349328432,35.6945789923,0,100,410,50,490,26,590,13,76,24,"阔叶混","栎类阔叶混",0.08,58.4,5.3,17.2431290663847,750,56,17.5139176223421,79.7875,591.121733379299,534.580882650451,10637.9465189887,132.974331487358,5959.90607965211,74498.8259956514,5071.35571514376,63391.946439297,5073.35096765219,63416.8870956524,11,490,3,139,9.7,80,3,1390,2,5,25,124,50,10,6,111,11,127,121,3,0,4,3,3,0,0,6.383,4.408,1.975,0,0.084,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",411,6220003940,1
6274,410001815,7,410,1815,"1815",4103,410325,41,19584077,3723939,111.906239097,33.6385583487,0,100,410,50,490,34,530,16,84,16,"阔叶混","栎类阔叶混",0.08,32.7,5,11.7856430278092,1900,26,20.72764909724,102.025,813.059777266495,758.531046274948,10626.0390191722,132.825487739653,6000.51622188831,75006.4527736038,5083.72391479893,63546.5489349866,5086.41014934595,63580.1268668244,13,620,2,120,7.2,80,3,1125,2,3,38,112,60,30,6,111,11,112,121,1,0,7,4,0,0,0,8.162,8.162,0,0,0.023,0.257,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",412,410001815,1
12873,6100004732,8,6100,4732,"4732",6109,610923,61,19235902,3715956,108.072491622,33.5357846112,22,78,410,52,490,21,200,12,73,5,"阔叶混","栎类阔叶混",0.08,52.2,5.3,12.2161193276986,1400,30,16.4090882084139,103.5375,634.603970518763,527.665648795311,10625.4891037292,132.818613796615,5975.89880333862,74698.7350417328,5157.23994966491,64465.4993708114,5150.85193869655,64385.6492337069,11,410,2,111,9.7,60,3,1480,1,2,40,112,30,3,2,111,11,111,121,1,0,7,4,0,0,0,8.283,8.283,0,0,0,0.047,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",413,6100004732,1
19706,6220002923,9,6220,2923,"2923",6205,620503,62,18624006,3792914,106.086205472,34.2585688489,7,93,410,54,490,27,590,12,81,12,"阔叶混","栎类阔叶混",0.08,33.5,5,13.1672847641304,1675,40,22.8085222612533,120.6,856.35357334633,795.228769560989,10605.0159182999,132.562698978749,5979.19713201248,74739.964150156,5107.65031023209,63845.6288779012,5107.67155420513,63845.8944275641,11,620,1,131,11.6,80,3,1700,8,4,32,122,60,8,3,111,11,111,121,1,0,7,3,0,0,0,9.648,9.648,0,0,1.624,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",414,6220002923,1
3509,6220003866,6,6220,3866,"3866",6210,621024,62,19278042,3978954,108.408888806,35.8860267434,9,91,410,62,490,27,350,9,89,2,"阔叶混","栎类阔叶混",0.08,29.3,6.3,13.3272725900788,1412,92,19.7042949252872,89.3625,736.022870067042,707.296204948365,10599.2999042417,132.491248803022,6043.75288415329,75546.9110519162,5096.8203521889,63710.2544023613,5099.7149510165,63746.4368877063,11,410,4,125,9.2,80,3,1500,8,3,15,9,65,0,0,111,11,117,0,0,0,0,0,0,0,0,7.149,7.149,0,0,0.76,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",415,6220003866,1
8456,6220003940,7,6220,3940,"3940",6210,621026,62,19263042,3954896,108.349328432,35.6945789923,0,100,410,45,490,33,590,12,78,22,"阔叶混","栎类阔叶混",0.08,56.7,5.1,16.0787466473603,800,51,16.2436735377253,73.325,563.600814743022,506.136221449571,10591.2149822055,132.390187277569,5947.60838744707,74345.1048430884,5051.74576500461,63146.8220625577,5053.81044421968,63172.630552746,11,490,2,127,10.2,70,3,1390,2,5,25,124,50,7,5,111,11,127,121,2,0,4,4,0,0,0,5.866,3.978,1.888,0,0.025,0.11,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",416,6220003940,1
18163,6100002343,9,6100,2343,"2343",6106,610632,61,19280050,3959961,110.557340731,35.8048879034,0,100,410,61,590,18,490,10,76,24,"阔叶混","栎类阔叶混",0.08,51.5,5.3,14.6701610888779,1138,58,19.2269790089594,88.1875,692.017545584572,643.004885603474,10524.6517519861,131.558146899826,5863.85986941047,73298.2483676309,5033.76032109538,62922.0040136923,5036.32055891483,62954.0069864353,11,620,4,161,10.1,70,3,1503,6,3,12,122,50,4,3,111,11,111,121,1,0,7,3,0,0,0,7.055,7.055,0,0,0.262,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",417,6100002343,1
20043,6220003891,9,6220,3891,"3891",6210,621026,62,19272005,3970011,108.18059464,35.7997001042,0,100,410,39,510,22,590,22,56,44,"阔叶混","栎类阔叶混",0.08,39.5,5.6,17.4405720270747,950,82,22.6952482111373,106.8625,762.56246762923,716.683318905457,10523.6367043805,131.545458804756,5521.08183375216,69013.522921902,4955.86402909177,61948.3003636471,4957.6063318633,61970.0791482913,11,620,3,198,8.9,80,3,1486,7,5,30,123,50,5,3,111,11,127,121,1,0,7,3,0,0,0,8.549,8.549,0,0,0.035,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",418,6220003891,1
18683,6100004269,9,6100,4269,"4269",6103,610331,61,18727968,3751921,107.551044291,33.8677768284,1,99,410,25,590,25,490,22,53,46,"阔叶混","栎类阔叶混",0.08,25.5,5.5,14.4127069174966,1450,50,23.6564184835031,129.725,857.040757022053,811.600483122714,10521.5914259408,131.51989282426,5546.50278339565,69331.2847924456,4992.508824584,62406.3603072999,4996.0453648171,62450.5670602137,11,620,3,150,11.2,50,3,1900,6,4,35,113,40,5,3,111,11,111,121,2,0,7,2,0,0,0,10.378,10.378,0,0,0.475,0.016,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",419,6100004269,1
8414,6220003855,7,6220,3855,"3855",6210,621024,62,19281054,3981942,108.573655129,35.9430163495,1,99,410,64,530,32,590,3,64,35,"阔叶混","栎类阔叶混",0.08,32.3,5.3,16.764011738013,838,72,18.4854747854188,95.35,631.273408065488,599.322673261389,10518.1183100633,131.476478875791,5793.39866224553,72417.4832780691,5022.93898667402,62786.7373334252,5025.69282544733,62821.1603180916,11,620,3,171,10.1,60,3,1480,7,3,26,124,65,6,3,111,11,127,121,1,0,7,2,0,0,0,7.628,7.628,0,0,1.46,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",420,6220003855,1
12380,6100003082,8,6100,3082,"3082",6103,610327,61,18655981,3855923,109.862515743,34.8630139996,1,99,410,58,490,20,590,14,78,21,"阔叶混","栎类阔叶混",0.08,28.8,5.3,12.0125506262833,1912,53,21.6751338066085,87.625,843.624707637114,811.495002976702,10495.0665605843,131.188332007304,5862.90458341293,73286.3072926617,5006.89466403159,62586.1833003948,5010.08943367343,62626.1179209179,11,410,4,121,9.8,86,3,1570,7,2,47,112,35,10,5,111,11,233,121,1,0,4,0,3,2,0,7.01,7.01,0,0,0.096,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",421,6100003082,1
3410,6220003687,6,6220,3687,"3687",6210,621024,62,19289923,4008907,108.199955287,36.1512972524,13,87,410,49,530,19,421,18,68,19,"阔叶混","栎类阔叶混",0.08,28.4,6.4,15.0169071382892,1150,64,20.3680152782203,105.8375,726.033052100836,696.412439983642,10493.2617254735,131.165771568419,5647.24041102278,70590.5051377848,5057.28965767203,63216.1207209003,5058.22310767879,63227.7888459848,11,410,3,156,12.1,70,3,1350,2,3,32,9,65,0,0,111,11,117,0,0,0,0,0,0,0,0,8.467,8.467,0,0,0,0.096,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",422,6220003687,1
12186,6100002313,8,6100,2313,"2313",6106,610631,61,19408002,3967987,109.361910365,35.8305070209,0,100,410,61,421,33,530,4,96,4,"阔叶混","栎类阔叶混",0.08,38.1,5,17.2260651754419,700,55,16.3139863083035,86.2125,550.837584382675,497.844210280668,10489.243538165,131.115544227063,5764.18358294392,72052.294786799,5050.57042138696,63132.130267337,5049.67661415828,63120.9576769786,11,412,4,201,12,85,2,1503,2,2,5,122,80,5,2,111,11,127,121,1,0,4,0,0,0,0,6.897,6.897,0,0,0.145,0.049,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",423,6100002313,1
3506,6220003863,6,6220,3863,"3863",6210,621024,62,19269051,3978944,108.275525506,35.9098853297,18,82,410,56,350,18,590,8,74,8,"阔叶混","栎类阔叶混",0.08,51.5,5.9,16.2446722035257,800,75,16.580658437208,81.9875,572.964774097712,523.200635052591,10458.3985148458,130.729981435573,5809.35021285691,72616.8776607114,5044.98772207673,63062.3465259591,5046.36743233468,63079.5929041835,11,410,3,163,10,70,3,1450,9,5,0,9,65,0,0,111,11,117,0,0,0,0,0,0,0,0,6.559,6.559,0,0,0,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",424,6220003863,1
18436,6100003613,9,6100,3613,"3613",6105,610522,61,19436028,3811979,110.130526178,34.432374221,0,100,410,56,510,35,530,5,56,44,"阔叶混","栎类阔叶混",0.08,46.4,5.3,17.0948520980431,788,30,18.0747017284849,92.1125,612.522374605042,558.951816746505,10454.0817533099,130.676021916374,5610.79602710152,70134.950338769,4906.2464497703,61328.0806221287,4907.82476579247,61347.8095724058,11,620,2,182,10.2,75,3,1522,8,3,30,113,35,8,7,111,11,112,121,2,0,4,3,0,0,0,7.369,7.369,0,0,0.126,0.057,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",425,6100003613,1
20091,6220004002,9,6220,4002,"4002",6210,621025,62,19278065,3936948,108.48605283,35.5628312469,0,100,410,48,590,21,490,20,76,24,"阔叶混","栎类阔叶混",0.08,56.4,7.6,20.3508049756734,712,67,23.1759707919988,112.1625,732.150404099664,686.989674846246,10451.8723505891,130.648404382364,5711.47243301174,71393.4054126467,5000.51299810536,62506.412476317,5002.98017023844,62537.2521279805,11,620,3,209,9,60,3,1495,7,3,13,161,65,5,3,111,11,127,121,1,0,7,3,0,0,0,8.973,8.973,0,0,0.073,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",426,6220004002,1
3299,6220003412,6,6220,3412,"3412",6208,620825,62,18623046,3894940,106.482909837,35.2018214251,0,100,410,37,421,29,490,21,87,13,"阔叶混","栎类阔叶混",0.08,27.3,5,12.4795136471565,1725,53,21.0996038499479,102.5875,809.157755714688,770.504002366653,10427.2888172764,130.341110215955,5645.6364116749,70570.4551459363,5011.96320939996,62649.5401174995,5012.37938671181,62654.7423338976,11,410,2,140,13.4,70,3,2180,8,4,30,7,50,0,0,111,11,117,0,0,0,0,0,0,0,0,8.207,8.207,0,0,0.116,1.65,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",427,6220003412,1
3134,6220002785,6,6220,2785,"2785",6205,620503,62,18611050,3807980,106.076284052,34.3948256041,0,100,410,37,530,32,590,19,49,51,"阔叶混","栎类阔叶混",0.08,32.1,5,13.6127140426352,1525,33,22.19469432665,120.75,822.428172392209,789.402454462335,10418.7004465316,130.233755581645,5466.22542873434,68327.8178591793,4963.66231550024,62045.778943753,4965.91837889721,62073.9797362152,11,620,2,122,9.1,90,3,2280,2,3,35,7,50,0,0,111,11,117,0,0,0,0,0,0,0,0,9.66,9.66,0,0,1.52,0,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",428,6220002785,1
12745,6100004410,8,6100,4410,"4410",6103,610331,61,18716054,3739815,107.417825188,33.7623499593,11,89,410,33,460,24,490,17,83,6,"阔叶混","栎类阔叶混",0.08,36.4,5,18.8705687152339,688,45,19.2279313042325,121.6875,626.715163293765,578.780703108798,11099.6700366093,138.745875457616,6015.33853638643,75191.7317048304,5352.06689788644,66900.8362235805,5349.45123280372,66868.1404100465,11,460,3,164,12.3,50,3,1580,6,4,35,112,40,5,3,111,11,111,121,1,0,7,2,0,0,0,9.735,9.735,0,0,0.222,0.021,"黄土高原暖温带西北部半干旱草原区东南部半湿润森林草","分区6",429,6100004410,1
